-3.80607e-008,1.13399
-3.78607e-008,1.13399
-3.76607e-008,1.14999
-3.74607e-008,1.16599
-3.72607e-008,1.13399
-3.70607e-008,1.14999
-3.68607e-008,1.14999
-3.66607e-008,1.14999
-3.64607e-008,1.14999
-3.62607e-008,1.14999
-3.60607e-008,1.13399
-3.58607e-008,1.13399
-3.56607e-008,1.14999
-3.54607e-008,1.13399
-3.52607e-008,1.13399
-3.50607e-008,1.14999
-3.48607e-008,1.16599
-3.46607e-008,1.14999
-3.44607e-008,1.13399
-3.42607e-008,1.16599
-3.40607e-008,1.14999
-3.38607e-008,1.16599
-3.36607e-008,1.16599
-3.34607e-008,1.14999
-3.32607e-008,1.14999
-3.30607e-008,1.16599
-3.28607e-008,1.13399
-3.26607e-008,1.13399
-3.24607e-008,1.14999
-3.22607e-008,1.16599
-3.20607e-008,1.16599
-3.18607e-008,1.14999
-3.16607e-008,1.16599
-3.14607e-008,1.18199
-3.12607e-008,1.19799
-3.10607e-008,1.18199
-3.08607e-008,1.19799
-3.06607e-008,1.19799
-3.04607e-008,1.18199
-3.02607e-008,1.19799
-3.00607e-008,1.18199
-2.98607e-008,1.16599
-2.96607e-008,1.18199
-2.94607e-008,1.18199
-2.92607e-008,1.16599
-2.90607e-008,1.18199
-2.88607e-008,1.16599
-2.86607e-008,1.14999
-2.84607e-008,1.13399
-2.82607e-008,1.13399
-2.80607e-008,1.14999
-2.78607e-008,1.13399
-2.76607e-008,1.16599
-2.74607e-008,1.14999
-2.72607e-008,1.14999
-2.70607e-008,1.14999
-2.68607e-008,1.16599
-2.66607e-008,1.14999
-2.64607e-008,1.16599
-2.62607e-008,1.14999
-2.60607e-008,1.13399
-2.58607e-008,1.13399
-2.56607e-008,1.13399
-2.54607e-008,1.13399
-2.52607e-008,1.13399
-2.50607e-008,1.14999
-2.48607e-008,1.16599
-2.46607e-008,1.14999
-2.44607e-008,1.14999
-2.42607e-008,1.16599
-2.40607e-008,1.16599
-2.38607e-008,1.16599
-2.36607e-008,1.13399
-2.34607e-008,1.16599
-2.32607e-008,1.16599
-2.30607e-008,1.13399
-2.28607e-008,1.16599
-2.26607e-008,1.16599
-2.24607e-008,1.13399
-2.22607e-008,1.14999
-2.20607e-008,1.14999
-2.18607e-008,1.13399
-2.16607e-008,1.14999
-2.14607e-008,1.16599
-2.12607e-008,1.16599
-2.10607e-008,1.16599
-2.08607e-008,1.18199
-2.06607e-008,1.19799
-2.04607e-008,1.22999
-2.02607e-008,1.19799
-2.00607e-008,1.22999
-1.98607e-008,1.22999
-1.96607e-008,1.21399
-1.94607e-008,1.19799
-1.92607e-008,1.19799
-1.90607e-008,1.18199
-1.88607e-008,1.19799
-1.86607e-008,1.19799
-1.84607e-008,1.18199
-1.82607e-008,1.16599
-1.80607e-008,1.18199
-1.78607e-008,1.18199
-1.76607e-008,1.16599
-1.74607e-008,1.14999
-1.72607e-008,1.16599
-1.70607e-008,1.16599
-1.68607e-008,1.16599
-1.66607e-008,1.16599
-1.64607e-008,1.14999
-1.62607e-008,1.13399
-1.60607e-008,1.14999
-1.58607e-008,1.16599
-1.56607e-008,1.18199
-1.54607e-008,1.16599
-1.52607e-008,1.14999
-1.50607e-008,1.16599
-1.48607e-008,1.16599
-1.46607e-008,1.14999
-1.44607e-008,1.14999
-1.42607e-008,1.14999
-1.40607e-008,1.14999
-1.38607e-008,1.18199
-1.36607e-008,1.13399
-1.34607e-008,1.14999
-1.32607e-008,1.16599
-1.30607e-008,1.14999
-1.28607e-008,1.16599
-1.26607e-008,1.14999
-1.24607e-008,1.14999
-1.22607e-008,1.16599
-1.20607e-008,1.14999
-1.18607e-008,1.16599
-1.16607e-008,1.13399
-1.14607e-008,1.13399
-1.12607e-008,1.14999
-1.10607e-008,1.16599
-1.08607e-008,1.16599
-1.06607e-008,1.14999
-1.04607e-008,1.19799
-1.02607e-008,1.19799
-1.00607e-008,1.24599
-9.86073e-009,1.22999
-9.66073e-009,1.26199
-9.46073e-009,1.26199
-9.26073e-009,1.24599
-9.06073e-009,1.26199
-8.86073e-009,1.22999
-8.66073e-009,1.24599
-8.46073e-009,1.24599
-8.26073e-009,1.22999
-8.06073e-009,1.22999
-7.86073e-009,1.22999
-7.66073e-009,1.21399
-7.46073e-009,1.19799
-7.26073e-009,1.21399
-7.06073e-009,1.18199
-6.86073e-009,1.16599
-6.66073e-009,1.18199
-6.46073e-009,1.16599
-6.26073e-009,1.14999
-6.06073e-009,1.14999
-5.86073e-009,1.14999
-5.66073e-009,1.14999
-5.46073e-009,1.13399
-5.26073e-009,1.14999
-5.06073e-009,1.14999
-4.86073e-009,1.14999
-4.66073e-009,1.14999
-4.46073e-009,1.14999
-4.26073e-009,1.14999
-4.06073e-009,1.16599
-3.86073e-009,1.14999
-3.66073e-009,1.16599
-3.46073e-009,1.13399
-3.26073e-009,1.14999
-3.06073e-009,1.14999
-2.86073e-009,1.18199
-2.66073e-009,1.16599
-2.46073e-009,1.19799
-2.26073e-009,1.18199
-2.06073e-009,1.21399
-1.86073e-009,1.21399
-1.66073e-009,1.24599
-1.46073e-009,1.26199
-1.26073e-009,1.30998
-1.06073e-009,1.30998
-8.60731e-010,1.37398
-6.60731e-010,1.40598
-4.60731e-010,1.45398
-2.60731e-010,1.51798
-6.07312e-011,1.56597
1.39269e-010,1.61397
3.39269e-010,1.66197
5.39269e-010,1.69397
7.39269e-010,1.72597
9.39269e-010,1.74197
1.13927e-009,1.75797
1.33927e-009,1.77397
1.53927e-009,1.75797
1.73927e-009,1.77397
1.93927e-009,1.77397
2.13927e-009,1.75797
2.33927e-009,1.77397
2.53927e-009,1.77397
2.73927e-009,1.77397
2.93927e-009,1.75797
3.13927e-009,1.78997
3.33927e-009,1.78997
3.53927e-009,1.78997
3.73927e-009,1.80597
3.93927e-009,1.77397
4.13927e-009,1.80597
4.33927e-009,1.78997
4.53927e-009,1.78997
4.73927e-009,1.77397
4.93927e-009,1.78997
5.13927e-009,1.78997
5.33927e-009,1.77397
5.53927e-009,1.78997
5.73927e-009,1.77397
5.93927e-009,1.75797
6.13927e-009,1.77397
6.33927e-009,1.77397
6.53927e-009,1.75797
6.73927e-009,1.77397
6.93927e-009,1.80597
7.13927e-009,1.77397
7.33927e-009,1.78997
7.53927e-009,1.77397
7.73927e-009,1.78997
7.93927e-009,1.78997
8.13927e-009,1.80597
8.33927e-009,1.78997
8.53927e-009,1.78997
8.73927e-009,1.77397
8.93927e-009,1.80597
9.13927e-009,1.75797
9.33927e-009,1.77397
9.53927e-009,1.80597
9.73927e-009,1.78997
9.93927e-009,1.77397
1.01393e-008,1.77397
1.03393e-008,1.78997
1.05393e-008,1.77397
1.07393e-008,1.78997
1.09393e-008,1.80597
1.11393e-008,1.77397
1.13393e-008,1.78997
1.15393e-008,1.80597
1.17393e-008,1.78997
1.19393e-008,1.78997
1.21393e-008,1.78997
1.23393e-008,1.77397
1.25393e-008,1.78997
1.27393e-008,1.78997
1.29393e-008,1.78997
1.31393e-008,1.80597
1.33393e-008,1.78997
1.35393e-008,1.80597
1.37393e-008,1.80597
1.39393e-008,1.80597
1.41393e-008,1.77397
1.43393e-008,1.80597
1.45393e-008,1.77397
1.47393e-008,1.77397
1.49393e-008,1.78997
1.51393e-008,1.77397
1.53393e-008,1.77397
1.55393e-008,1.78997
1.57393e-008,1.82196
1.59393e-008,1.77397
1.61393e-008,1.78997
1.63393e-008,1.82196
1.65393e-008,1.78997
1.67393e-008,1.78997
1.69393e-008,1.80597
1.71393e-008,1.78997
1.73393e-008,1.78997
1.75393e-008,1.80597
1.77393e-008,1.80597
1.79393e-008,1.80597
1.81393e-008,1.80597
1.83393e-008,1.80597
1.85393e-008,1.80597
1.87393e-008,1.80597
1.89393e-008,1.80597
1.91393e-008,1.78997
1.93393e-008,1.80597
