Record Length,2.500000e+03,,   0.000000000000,   0.01200,
Sample Interval,4.000000e-03,,   0.004000000000,   0.01120,
Trigger Point,0.000000000000e+00,,   0.008000000000,   0.01120,
,,,   0.012000000000,   0.01120,
,,,   0.016000000000,   0.01120,
,,,   0.020000000000,   0.01120,
Source,CH1,,   0.024000000000,   0.01120,
Vertical Units,V,,   0.028000000000,   0.01120,
Vertical Scale,2.000000e-02,,   0.032000000000,   0.01040,
Vertical Offset,-2.880000e-02,,   0.036000000000,   0.01280,
Horizontal Units,s,,   0.040000000000,   0.01040,
Horizontal Scale,1.000000e+00,,   0.044000000000,   0.01120,
Pt Fmt,Y,,   0.048000000000,   0.00960,
Yzero,0.000000e+00,,   0.052000000000,   0.01040,
Probe Atten,1.000000e+00,,   0.056000000000,   0.00800,
Model Number,TDS2024C,,   0.060000000000,   0.00960,
Serial Number,C052497,,   0.064000000000,   0.00960,
Firmware Version,FV:v24.26,,   0.068000000000,   0.00960,
,,,0.072000000000,   0.00960,
,,,0.076000000000,   0.00960,
,,,0.080000000000,   0.00960,
,,,0.084000000000,   0.00960,
,,,0.088000000000,   0.00960,
,,,0.092000000000,   0.00880,
,,,0.096000000000,   0.00880,
,,,0.100000000000,   0.00800,
,,,0.104000000000,   0.00880,
,,,0.108000000000,   0.00800,
,,,0.112000000000,   0.00720,
,,,0.116000000000,   0.00800,
,,,0.120000000000,   0.00880,
,,,0.124000000000,   0.00800,
,,,0.128000000000,   0.00800,
,,,0.132000000000,   0.00720,
,,,0.136000000000,   0.00880,
,,,0.140000000000,   0.00720,
,,,0.144000000000,   0.00800,
,,,0.148000000000,   0.00720,
,,,0.152000000000,   0.00800,
,,,0.156000000000,   0.00720,
,,,0.160000000000,   0.00640,
,,,0.164000000000,   0.00800,
,,,0.168000000000,   0.00640,
,,,0.172000000000,   0.00800,
,,,0.176000000000,   0.00640,
,,,0.180000000000,   0.00720,
,,,0.184000000000,   0.00640,
,,,0.188000000000,   0.00800,
,,,0.192000000000,   0.00640,
,,,0.196000000000,   0.00720,
,,,0.200000000000,   0.00720,
,,,0.204000000000,   0.00640,
,,,0.208000000000,   0.00560,
,,,0.212000000000,   0.00640,
,,,0.216000000000,   0.00640,
,,,0.220000000000,   0.00560,
,,,0.224000000000,   0.00720,
,,,0.228000000000,   0.00640,
,,,0.232000000000,   0.00640,
,,,0.236000000000,   0.00640,
,,,0.240000000000,   0.00640,
,,,0.244000000000,   0.00640,
,,,0.248000000000,   0.00720,
,,,0.252000000000,   0.00560,
,,,0.256000000000,   0.00560,
,,,0.260000000000,   0.00640,
,,,0.264000000000,   0.00560,
,,,0.268000000000,   0.00640,
,,,0.272000000000,   0.00560,
,,,0.276000000000,   0.00640,
,,,0.280000000000,   0.00560,
,,,0.284000000000,   0.00560,
,,,0.288000000000,   0.00560,
,,,0.292000000000,   0.00640,
,,,0.296000000000,   0.00560,
,,,0.300000000000,   0.00560,
,,,0.304000000000,   0.00480,
,,,0.308000000000,   0.00640,
,,,0.312000000000,   0.00560,
,,,0.316000000000,   0.00640,
,,,0.320000000000,   0.00560,
,,,0.324000000000,   0.00640,
,,,0.328000000000,   0.00640,
,,,0.332000000000,   0.00560,
,,,0.336000000000,   0.00560,
,,,0.340000000000,   0.00640,
,,,0.344000000000,   0.00640,
,,,0.348000000000,   0.00640,
,,,0.352000000000,   0.00640,
,,,0.356000000000,   0.00560,
,,,0.360000000000,   0.00640,
,,,0.364000000000,   0.00560,
,,,0.368000000000,   0.00640,
,,,0.372000000000,   0.00560,
,,,0.376000000000,   0.00560,
,,,0.380000000000,   0.00560,
,,,0.384000000000,   0.00560,
,,,0.388000000000,   0.00480,
,,,0.392000000000,   0.00560,
,,,0.396000000000,   0.00560,
,,,0.400000000000,   0.00560,
,,,0.404000000000,   0.00560,
,,,0.408000000000,   0.00640,
,,,0.412000000000,   0.00640,
,,,0.416000000000,   0.00560,
,,,0.420000000000,   0.00560,
,,,0.424000000000,   0.00640,
,,,0.428000000000,   0.00640,
,,,0.432000000000,   0.00480,
,,,0.436000000000,   0.00640,
,,,0.440000000000,   0.00560,
,,,0.444000000000,   0.00640,
,,,0.448000000000,   0.00560,
,,,0.452000000000,   0.00560,
,,,0.456000000000,   0.00640,
,,,0.460000000000,   0.00560,
,,,0.464000000000,   0.00640,
,,,0.468000000000,   0.00560,
,,,0.472000000000,   0.00640,
,,,0.476000000000,   0.00720,
,,,0.480000000000,   0.00640,
,,,0.484000000000,   0.00720,
,,,0.488000000000,   0.00720,
,,,0.492000000000,   0.00640,
,,,0.496000000000,   0.00800,
,,,0.500000000000,   0.00720,
,,,0.504000000000,   0.00880,
,,,0.508000000000,   0.00720,
,,,0.512000000000,   0.00800,
,,,0.516000000000,   0.00960,
,,,0.520000000000,   0.01040,
,,,0.524000000000,   0.01120,
,,,0.528000000000,   0.01120,
,,,0.532000000000,   0.01120,
,,,0.536000000000,   0.01040,
,,,0.540000000000,   0.01200,
,,,0.544000000000,   0.01360,
,,,0.548000000000,   0.01440,
,,,0.552000000000,   0.01520,
,,,0.556000000000,   0.01760,
,,,0.560000000000,   0.01840,
,,,0.564000000000,   0.02080,
,,,0.568000000000,   0.02160,
,,,0.572000000000,   0.02240,
